model,smc_standard,smc_cps,cps_rel,is_time
dirichlet_process,109.0,12.138200000000001,0.11165635573638774,10.39675
gmm_fixed_numclust,111.5,12.0029,0.10833306454930675,6.809200000000001
gmm_variable_numclust,113.85,12.35295,0.108916265823699,7.0328
hmm,62.85405,8.208,0.13053493542273176,4.9683
hmm_unrolled,62.60355,9.17025,0.14726922266909376,6.4166
lda_fixed_numtopic,299.6,41.4132,0.1379571378564594,22.1774
lda_variable_numtopic,332.6,40.786500000000004,0.12224581676058816,23.50275
